0,0,1
0,0,-1
0.129409523,0.224143868,0.965925826
-0.258819045,3.17E-17,0.965925826
0.129409523,-0.224143868,0.965925826
0.129409523,0.224143868,-0.965925826
-0.258819045,3.17E-17,-0.965925826
0.129409523,-0.224143868,-0.965925826
0.5,0,0.866025404
0.25,0.433012702,0.866025404
-0.25,0.433012702,0.866025404
-0.5,6.12E-17,0.866025404
-0.25,-0.433012702,0.866025404
0.25,-0.433012702,0.866025404
0.5,0,-0.866025404
0.25,0.433012702,-0.866025404
-0.25,0.433012702,-0.866025404
-0.5,6.12E-17,-0.866025404
-0.25,-0.433012702,-0.866025404
0.25,-0.433012702,-0.866025404
0.653281482,0.27059805,0.707106781
0.27059805,0.653281482,0.707106781
-0.27059805,0.653281482,0.707106781
-0.653281482,0.27059805,0.707106781
-0.653281482,-0.27059805,0.707106781
-0.27059805,-0.653281482,0.707106781
0.27059805,-0.653281482,0.707106781
0.653281482,-0.27059805,0.707106781
0.653281482,0.27059805,-0.707106781
0.27059805,0.653281482,-0.707106781
-0.27059805,0.653281482,-0.707106781
-0.653281482,0.27059805,-0.707106781
-0.653281482,-0.27059805,-0.707106781
-0.27059805,-0.653281482,-0.707106781
0.27059805,-0.653281482,-0.707106781
0.653281482,-0.27059805,-0.707106781
0.866025404,0,0.5
0.700629269,0.50903696,0.5
0.267616567,0.823639104,0.5
-0.267616567,0.823639104,0.5
-0.700629269,0.50903696,0.5
-0.866025404,1.06E-16,0.5
-0.700629269,-0.50903696,0.5
-0.267616567,-0.823639104,0.5
0.267616567,-0.823639104,0.5
0.700629269,-0.50903696,0.5
0.866025404,0,-0.5
0.700629269,0.50903696,-0.5
0.267616567,0.823639104,-0.5
-0.267616567,0.823639104,-0.5
-0.700629269,0.50903696,-0.5
-0.866025404,1.06E-16,-0.5
-0.700629269,-0.50903696,-0.5
-0.267616567,-0.823639104,-0.5
0.267616567,-0.823639104,-0.5
0.700629269,-0.50903696,-0.5
0.933012702,0.25,0.258819045
0.683012702,0.683012702,0.258819045
0.25,0.933012702,0.258819045
-0.25,0.933012702,0.258819045
-0.683012702,0.683012702,0.258819045
-0.933012702,0.25,0.258819045
-0.933012702,-0.25,0.258819045
-0.683012702,-0.683012702,0.258819045
-0.25,-0.933012702,0.258819045
0.25,-0.933012702,0.258819045
0.683012702,-0.683012702,0.258819045
0.933012702,-0.25,0.258819045
0.933012702,0.25,-0.258819045
0.683012702,0.683012702,-0.258819045
0.25,0.933012702,-0.258819045
-0.25,0.933012702,-0.258819045
-0.683012702,0.683012702,-0.258819045
-0.933012702,0.25,-0.258819045
-0.933012702,-0.25,-0.258819045
-0.683012702,-0.683012702,-0.258819045
-0.25,-0.933012702,-0.258819045
0.25,-0.933012702,-0.258819045
0.683012702,-0.683012702,-0.258819045
0.933012702,-0.25,-0.258819045
1,0,0
0.951056516,0.309016994,0
0.809016994,0.587785252,0
0.587785252,0.809016994,0
0.309016994,0.951056516,0
6.12E-17,1,0
-0.309016994,0.951056516,0
-0.587785252,0.809016994,0
-0.809016994,0.587785252,0
-0.951056516,0.309016994,0
-1,1.22E-16,0
-0.951056516,-0.309016994,0
-0.809016994,-0.587785252,0
-0.587785252,-0.809016994,0
-0.309016994,-0.951056516,0
-1.84E-16,-1,0
0.309016994,-0.951056516,0
0.587785252,-0.809016994,0
0.809016994,-0.587785252,0
0.951056516,-0.309016994,0
